3,1,1188.04,593.61,106.02,44.89,1,3.00,-1,-1,-1
3,2,1140.45,904.06,111.45,110.07,1,3.00,-1,-1,-1
3,3,747.82,467.10,12.73,25.92,1,1.00,-1,-1,-1
3,4,682.59,468.27,12.88,28.17,1,1.00,-1,-1,-1
3,5,1050.29,919.10,108.80,126.93,1,3.00,-1,-1,-1
3,6,633.85,416.37,30.12,31.31,1,3.00,-1,-1,-1
3,7,641.30,385.46,20.72,20.09,1,3.00,-1,-1,-1
3,8,811.27,163.10,15.65,15.46,1,3.00,-1,-1,-1
3,9,681.00,326.88,23.33,28.58,1,3.00,-1,-1,-1
3,10,1486.05,261.85,35.11,18.88,1,3.00,-1,-1,-1
3,11,768.84,151.70,16.96,17.58,1,3.00,-1,-1,-1
3,12,640.76,341.15,24.54,35.17,1,3.00,-1,-1,-1
3,13,728.52,409.05,29.60,37.51,1,3.00,-1,-1,-1
4,1,1182.19,594.17,108.20,45.77,1,3.00,-1,-1,-1
4,2,1141.03,904.88,111.12,109.77,1,3.00,-1,-1,-1
4,3,749.11,467.78,12.42,25.43,1,1.00,-1,-1,-1
4,4,683.77,468.18,12.90,28.55,1,1.00,-1,-1,-1
4,5,1050.27,919.55,108.84,126.98,1,3.00,-1,-1,-1
4,6,633.71,416.49,30.20,31.46,1,3.00,-1,-1,-1
4,7,641.47,385.67,20.51,19.84,1,3.00,-1,-1,-1
4,8,812.12,162.94,15.10,14.90,1,3.00,-1,-1,-1
4,9,681.85,328.96,22.82,27.97,1,3.00,-1,-1,-1
4,10,1486.05,261.97,35.10,18.88,1,3.00,-1,-1,-1
4,11,768.01,152.24,16.98,17.60,1,3.00,-1,-1,-1
4,12,640.73,341.67,24.57,35.25,1,3.00,-1,-1,-1
4,13,728.44,409.02,29.92,37.96,1,3.00,-1,-1,-1
5,1,1175.27,594.10,111.06,46.98,1,3.00,-1,-1,-1
5,2,1141.35,905.23,110.77,109.43,1,3.00,-1,-1,-1
5,3,750.16,467.85,11.59,23.93,1,1.00,-1,-1,-1
5,4,684.88,468.51,12.94,29.04,1,1.00,-1,-1,-1
5,5,1050.07,919.47,109.23,127.51,1,3.00,-1,-1,-1
5,6,633.20,415.86,31.24,32.68,1,3.00,-1,-1,-1
5,7,641.39,385.81,20.63,19.92,1,3.00,-1,-1,-1
5,8,811.32,163.49,15.42,15.24,1,3.00,-1,-1,-1
5,9,681.26,329.61,23.41,28.80,1,3.00,-1,-1,-1
5,10,1486.05,262.45,35.24,18.96,1,3.00,-1,-1,-1
5,11,767.49,152.73,17.21,17.90,1,3.00,-1,-1,-1
5,12,641.15,342.99,23.80,34.09,1,3.00,-1,-1,-1
5,13,728.26,408.84,30.21,38.34,1,3.00,-1,-1,-1
6,1,1174.53,594.36,107.71,45.54,1,3.00,-1,-1,-1
6,2,1141.60,905.49,110.36,109.03,1,3.00,-1,-1,-1
6,3,751.21,468.15,11.60,24.28,1,1.00,-1,-1,-1
6,4,686.08,468.05,12.64,28.71,1,1.00,-1,-1,-1
6,5,1050.20,919.59,108.97,127.26,1,3.00,-1,-1,-1
6,6,633.51,416.63,30.56,32.04,1,3.00,-1,-1,-1
6,7,641.45,385.99,20.43,19.66,1,3.00,-1,-1,-1
6,8,811.06,163.46,15.58,15.42,1,3.00,-1,-1,-1
6,9,681.49,330.44,23.30,28.86,1,3.00,-1,-1,-1
6,10,1485.89,262.25,35.48,19.13,1,3.00,-1,-1,-1
6,11,768.79,152.18,17.11,17.65,1,3.00,-1,-1,-1
6,12,640.86,342.39,23.66,33.90,1,3.00,-1,-1,-1
7,1,1169.01,593.12,112.61,47.64,1,3.00,-1,-1,-1
7,2,1141.41,904.72,110.76,109.46,1,3.00,-1,-1,-1
7,3,751.86,469.02,10.93,23.06,1,1.00,-1,-1,-1
7,4,687.16,468.09,12.76,29.42,1,1.00,-1,-1,-1
7,5,1050.43,918.92,109.51,128.01,1,3.00,-1,-1,-1
7,6,633.48,416.56,30.67,32.27,1,3.00,-1,-1,-1
7,7,641.03,385.83,21.03,20.21,1,3.00,-1,-1,-1
7,8,810.85,163.65,15.40,15.28,1,3.00,-1,-1,-1
7,9,681.63,332.01,22.93,28.44,1,3.00,-1,-1,-1
7,10,1486.49,261.96,35.14,18.91,1,3.00,-1,-1,-1
7,11,767.81,152.40,17.59,18.11,1,3.00,-1,-1,-1
7,12,640.51,342.02,24.76,35.61,1,3.00,-1,-1,-1
7,17,438.31,704.41,92.74,59.92,1,3.00,-1,-1,-1
8,1,1169.34,593.70,108.83,45.87,1,3.00,-1,-1,-1
8,2,1141.32,904.44,110.92,109.69,1,3.00,-1,-1,-1
8,3,752.94,469.03,10.97,23.43,1,1.00,-1,-1,-1
8,4,688.20,469.06,12.51,29.12,1,1.00,-1,-1,-1
8,5,1050.48,918.68,109.76,128.48,1,3.00,-1,-1,-1
8,6,633.43,416.54,30.85,32.62,1,3.00,-1,-1,-1
8,7,640.87,385.84,21.27,20.41,1,3.00,-1,-1,-1
8,8,810.69,163.71,15.51,15.36,1,3.00,-1,-1,-1
8,9,681.07,332.90,23.25,29.03,1,3.00,-1,-1,-1
8,10,1488.85,261.99,36.67,19.38,1,3.00,-1,-1,-1
8,11,767.23,153.09,17.18,17.66,1,3.00,-1,-1,-1
8,12,640.49,343.03,24.40,35.12,1,3.00,-1,-1,-1
8,17,445.87,704.43,86.30,54.99,1,3.00,-1,-1,-1
9,1,1162.58,592.43,114.04,48.09,1,3.00,-1,-1,-1
9,2,1141.55,904.54,111.00,109.84,1,3.00,-1,-1,-1
9,3,754.33,469.37,10.61,23.09,1,1.00,-1,-1,-1
9,4,689.40,469.82,12.33,28.94,1,1.00,-1,-1,-1
9,5,1050.38,918.46,110.28,129.32,1,3.00,-1,-1,-1
9,6,633.13,415.78,31.50,33.55,1,3.00,-1,-1,-1
9,7,641.09,385.84,20.88,19.94,1,3.00,-1,-1,-1
9,8,810.75,164.21,14.91,14.85,1,3.00,-1,-1,-1
9,9,681.43,333.92,22.86,28.56,1,3.00,-1,-1,-1
9,10,1486.82,262.27,36.22,19.15,1,3.00,-1,-1,-1
9,11,767.06,153.55,17.21,17.62,1,3.00,-1,-1,-1
9,12,640.86,344.29,23.72,34.11,1,3.00,-1,-1,-1
9,17,449.20,702.84,90.56,57.09,1,3.00,-1,-1,-1
10,1,1158.98,591.25,117.88,49.74,1,3.00,-1,-1,-1
10,2,1141.61,904.51,110.80,109.69,1,3.00,-1,-1,-1
10,3,755.33,469.55,10.25,22.64,1,1.00,-1,-1,-1
10,4,691.07,470.44,12.08,28.59,1,1.00,-1,-1,-1
10,5,1050.36,918.52,110.10,129.21,1,3.00,-1,-1,-1
10,6,633.38,415.90,31.15,33.35,1,3.00,-1,-1,-1
10,7,641.11,386.17,20.71,19.70,1,3.00,-1,-1,-1
10,8,810.63,163.91,15.26,15.21,1,3.00,-1,-1,-1
10,9,682.14,336.56,22.10,27.49,1,3.00,-1,-1,-1
10,10,1488.68,262.18,37.31,19.32,1,3.00,-1,-1,-1
